rating,date,content
5.0,2025.03.30.,"동물들이 관리도 잘되고 서로 화목하더라구요
제가 간날은 거의다 자고있긴 했는데 좋았어요
놀이기구 타시려면 그냥 비싼거 우선권? 그런거 하셔야 안 힘드실거같아요"
1.0,2025.03.25.,ㅇㅇ
4.0,2025.03.25.,다 재밌고 좋긴 했는데 사람이 너무 많아서 할 수 있는게 적었어요 꼭 타야할게 T익스프레스 라고 생각 하실 텐데 전 판다랑 그...어...자동차 타고 보는 동물들이 재밌었어요;;;;;
5.0,2025.03.23.,"아이들이랑 놀러가기에 좋음
운좋게 아마존 댄서들도 직관했음"
4.0,2025.03.22.,매년 방문하지는만 오늘은 더 좋은듯 좋은 친구들과 함께해서 ㅎ
5.0,2025.03.22.,"한 구역에서만 놀면 나중에 후회 하십니다ㅎ 넓으니까 다 가보시는거 추천드리고요!! 아마존,챔피언스,허리케인,썬더폴스 강추합니다👍👍 T 익스프레스는 줄 완전 길어요.. 제 친구는 탔다가 울었어요 ㅋㅋ 기념품 숍 가는데마다 있는 것 같아요🤭 허리케인이 제일 재밌었던 것 같아요~ 허리케인 꼭 타세요!!"
5.0,2025.03.21.,딸아이 어릴적에 가족들이랑 와보구 20년만에 성인이 된 딸아이와 다시 오게 됬네요.호랑이가 보고 싶다해서~^^마니 달라진듯도 하고 시설은  오래됐지만  잘 관리하신듯 합니다.사파리월드는 최고예요! 환갑이 다 되가는 저도 동심으로 돌아간거 같아 즐겁고 행복했네요. 평일이라 그닥 사람들이 많지는 않았지만 더 많은 사람들이 방문해야 되지 않나 싶습니다.ㅠ암튼 사파리는  우리나라에선 최고구 사랑입니다❤️잘 구경하고 왔네요.
4.0,2025.03.19.,"날씨 예보가 안좋아서 사람이 많이 없어서 황제놀이동산 이용했네요. 눈치게임 대 성공입니다.
오후에는 날이 풀려서 놀이기구 대부분 이용 가능해져서 웨이팅 거의 없이 원도한도 없이 타고 왔습니다."
5.0,2025.03.18.,재밌음
5.0,2025.03.13.,"덕유산 밑에 옹기종기 모여사는 마을에서 커가는 아이들과 새학기 시작전, 올해로 2번째 방문했찌!!"
4.0,2025.03.08.,"재밌어요!!
T익스프레스 조아여 ㅎ"
1.0,2025.03.05.,"티익스도 못타고
한가람도 못가고 
대부분의 놀이기구 다 못탐 그냥 망해라"
5.0,2025.03.04.,동심의나라 에버랜드로~
1.0,2025.03.03.,아쉽습니다 여러모로
5.0,2025.03.03.,기회가 된다면 또 방문할 생각이 있습니다~ 최고하루~~
1.0,2025.03.01.,"하지도 않는 놀이기구도 상당수이고 주말이면 사람많아 한기구타는데 한시간 이상씩 줄서서 꼼짝마이고 입장권도 비싸지. 음식퀄리티도 가격대비 맛없지. 삼성은 시설투자 및 신설놀이기구 좀 투자하지. 점점 퇴화되는 행보만 보이네. 독수리요새, 헬리바이크, 지구마을자리에는 아무것도 없는 그냥 산책로나 만들고 썬더볼트? 예전 후룸 라이드보다도 못한 놀이기구. 그 한번 물튀는거 맞을려고 한시간씩은 안기다리겠다. 진짜벌거없는 놀이동산으로 전략. 그냥 자연농원이라고해라. 지금은 운영도 안하는 우주관람차는 철거도 않하고 그냥 인테리어 장식처럼 남겨둘꺼면 솔직히 낭비 아닌가? 운영을 이젠 아예 손 놓고 있는것처럼 보임. 운영을 아예 안하는게 왜이렇게나 많은지.."
1.0,2025.02.28.,"지금까지 가본곳 중에 제일 별로임 재미도 없고 옜날엔 퍼래이드 괜찮았는데 쓰래기 됬음 
영업 끝나서 빨리 나가라고 전등 다 꺼놈 사람 엄청많은데 전등 다꺼서 개 위험함 1점도 아깝다
사파리 3시간 기다렸는데 7분 밖에 못봄"
1.0,2025.02.27.,"용인시민인데 이제 뇌절임 재미없고
롯데월드나 갈게요~"
1.0,2025.02.27.,"잘 있어 바오랜드
다시 만날진 모르겠네"
4.0,2025.02.26.,"시설이 잘대있고, 뷰가 좋아요"
4.0,2025.02.23.,겨울이라 운영하지 않는  곳이 많아요~ 성수기에 비해 사람들이 많이 없어서 좋아요~
5.0,2025.02.22.,"말해뭐하나 우리나라 아이들이 가보고싶고
가볼만한곳 최고의 장소인데

입장료가 비싸서 안가는곳이지만

아이 어릴때는 연간회원권도 끈어서 다닐정도 많이다닌 나의육아추억이 가득한곳

몇십번을 갔지만 갈때마다 즐겁고 재미나는곳
다만 경기는 몇년째 바닥치고 월급은 그대로
특히 계엄반란이후 더욱 차가워진 주머니사정으로 인해 입장료가 부담스러워 못가는 아련한곳"
5.0,2025.02.22.,"놀이기구 탄 시간<<<<<<<<걸어다닌 시간
느낌이지만 재밌었다.
놀이공원은 뭔가 돌아다니면서 구경하는 낭만이 더 큰 것 같음"
5.0,2025.02.21.,항상 아이이고 싶은 곳
5.0,2025.02.19.,"좀추워도옆에숙소가있어1박2일할수도있고
겨울이벤트 눈썰매
가을이벤트 할로윈
여름이벤트 밤밤맨
봄이벤트 장미
푸바오도볼수있어요"
5.0,2025.02.18.,날이 조금 추웠지만 오히려 사람이 적어서 아이들과 원 없이 놀았습니다
3.0,2025.02.16.,굿
1.0,2025.02.16.,"정체성은 잃어버린지 오래고 그때그때 운좋게 얻어걸린거 대량생산해서 연명함. 놀이기구는 당연히 노후화되어서 가서 줄 5시간 서서 등좀 긁으려는 분들은 기구타면 됨. 부지가 넓어서 탁 트인 시야와 산책에는 괜찮은데 돈내고 그러고 싶으면 하셈. 자랑이라던 공연은 그냥저냥 돌려쓰는 연출, 공연장은 아직도 단차없고 바뀐거없는 공연장임. 홈플러스 미니공연장도 이보다는 나을듯ㅋㅋㅋㅋㅋㅋㅋ 퍼레이드도 똑같은거 두계절이나 우려먹고 딱히 뭐가 없음. 기구없어 공연없어 굿즈는 이번에 판다장사로 욕 많이먹어서 그나마 MZ해질락말락..? 그래도 타 팬시샵 굿즈샵에 비교하면 수준이하. 식사는 그냥저냥 돈값임. 걍 입구부터 초록색 푸르죽죽한 옥상바닥 밟고 들어가는것부터 기분드러움. 대형 놀이동산이 아니고 무슨... 쓰다보니 안망한게 용하네
그리고 마스코트라고 있는거 몇주년 기념이라고 매장 구경가보니 개조촐한게 보여주기식인거같음. 마스코트가 불쌍해보이긴 또 처음이네, 글고 에버랜드 맨날 캔뱃지 증정 돌려막기 개쩔음ㅋㅋㅋ 절그럭절그럭대는게 고철장사해도될듯

판다랜드로 빨리 개명하는게 나을듯"
5.0,2025.02.14.,대부분의 한국MZ세대에게 이곳은 어릴적 추억의 장소
1.0,2025.02.12.,오래되 보이는 장소
4.0,2025.02.11.,추억의 에버랜드~
5.0,2025.02.10.,눈치게임 성공~  눈이 살짝씩 날리지만 이것또한 너무이뻐요
5.0,2025.02.03.,"신나게 놀고 저녁시간에 불꽃놀이까지 재밌게 보다 왔습니다. 애버랜드는 역시 가족끼리 와서, 걷고 산책하고 기다리며 이야기하고 놀이기구는 스릴있게 즐기고 즐거운 추억 만들고 가는것 같습니다."
5.0,2025.01.29.,23년 개천절에 갔는데 에버랜드 직원이 자기가 일하고 역대급으로 사람이 많은 날이랬다..😭
5.0,2025.01.26.,종일권인데 오후권으로 이용하게 되어 아쉽네요
5.0,2025.01.26.,"말해뭐해!!
넘나 재밌음!!"
4.0,2025.01.24.,와 역시 티익스ㄷㄷㄷ
4.0,2025.01.24.,어렸을때는 크고 놀이기구도 많았었지만 지금은 살짝 아쉬운감이 없지않아있다
5.0,2025.01.24.,훌륭합니다.
5.0,2025.01.20.,너무 재미있고 친구들끼리 가기에 좋아요 !
5.0,2025.01.10.,볼 게 많고 시설은 깔끔한 완벽한 테마파크
5.0,2025.01.08.,완전좋아요
5.0,2025.01.07.,구경거리가 많아요!
4.0,2024.12.28.,"에버랜드 넓고 좋은데
새 놀이기구 좀 들어왔으면 좋겠네요.
실내 시설이 적어서 여름이나 겨울엔 단점이 되지만, 그만큼 여름이나 겨울엔 사람이 적어서 좋습니다.
(Tip : 여러 놀이기구를 짧은 시간 안에 많이 타고 싶다면 평일 여름 강력추천!, 실제로 2024년 평일 여름에 방문했는데 Plan-it 3를 구매하긴 했지만 슈팅 워터 펀 퍼레이드도 즐기고 밤 퍼레이드와 주크박스 불꽃놀이, 컬러풀 드림까지 보고 음식이나 간식도 사 먹으면서 중간중간 휴식을 했음에도 12시간 동안 놀이기구 15개 탑승했음. 다만 여름엔 사파리 월드나 T익스프레스같은 기구 빼고는 Plan-it이 딱히 필요 없음)
그리고 분명 10시부터 10시까지(동절기엔 7시나 8시, 9시에 닫음) 운영이라면서 어떤 놀이기구는 운영시간이 8시간 정도거나 심지어는 8시간이 채 안 되는 기구도 많고(평일 기준), 입장권은 대부분이 제휴카드 할인 등의 각종 할인을 받아 입장하겠지만, Q-Pass (Plan-it) 가격도 시즌별로 요금이 다르고 패스는 할인조차도 안 되니 좀 아쉽지만 그래도 에버랜드 ^^"
5.0,2024.12.28.,"눈치게임 성공했을 때 다녀왔는데, 인기 놀이기구 여러 번 탈 수 있고 너무 좋았어요 ㅎㅎ"
5.0,2024.12.27.,즐거워요! 별 5개 보다 더 주고 싶어요!
3.0,2024.12.26.,놀거리는 있었지만 놀이기구가 제가 탈게 별로 없었습니다
4.0,2024.12.23.,에버랜드는 지금 크리스마스 축제와 무민 축제를 동시에 진행하고 있어요. 에버랜드 중앙에 있는 포시즌스 가든에서는 노르딕 포레스트로 변신 하여서 새하얀 무민 정원으로 꾸며져 있는 것이 포인트인데요. 귀여운 무민과 사진도 찍고 무민 굿즈도 구매할 수 있어서 무민을 좋아한다면 꼭 방문해 보는 것을 추천해요:)
5.0,2024.12.11.,너무너무  좋다
5.0,2024.12.10.,판다들 잘 지내고 있네요
4.0,2024.12.08.,환상의 나라 에버랜드. 근데 난 이제 유니버셜이랑 디즈니랜드가 더 좋아졌어 미안. 츄러스는 진짜 맛있더라.
5.0,2024.12.07.,역시 놀이공원은 애버랜드!
5.0,2024.12.07.,"잼났어요.
가족여행으로 굿"
5.0,2024.12.01.,"오후권 입장 처음으로 해보았는데 여유롭게 즐기고 왔어요
아이들도 만족하고 시간 맞춰 바쁘게 움직이지 않고
발길 닿는대로 아이들이 원하는대로 기다려서 들어가기도 하고
도시락도 푸짐하게 잘 챙겨서 소풍 다녀온 기분도 낼 수 있어서
모두가 만족한 하루였어요
또 가고 싶어요
언제나 가고 싶어요"
5.0,2024.11.25.,언제가도 행복한 곳
5.0,2024.11.21.,"내 인생 첫 놀이공원 어렸을때 행복했던 기억으로
성인이 되어 오랜만에 찾아간 에버랜드는
그대로라 좋으면서도 몇가지는 커서보니 아쉬웠다

1. 놀이기구 못타는 나같은 사람은 넓고 다양한 볼거리에 좋기만 했는데
잘타는 지인들은 T익스 한정 놀이공원이라고 부르더라 

2. 어렸을땐 저녁 퍼레이드?공연? 이 있었고
무대에 정말 큰 드래곤이 나오고 펑펑 터지던 불꽃놀이가 기억에 제일 남았는데
사라진게 아쉬웠다 예산문제나 환경문제 때문일까?

3. 테마파크의 색과 스토리가 더 구체적이면 어떨까 싶다 디즈니 까지는 아니더라도 경주월드는
놀이기구 하나하나 다 연결되는 스토리가 있듯
하나의 세계가 좀더 명확하게 그려져있어
사소한 부분들에도 테마파크 요소를 잘 나타내
다른 세상에 온것만 같은 느낌이 들면 좋을것같다

4. 개인적인 바램으로는 국내에도 제대로 된 다크라이드가 생기면 좋겠다ㅠㅠㅠㅠ
스토리+약간의 스릴+허접하지 않은 인형 혹은 로봇기술(캐릭터들이나 소품)"
5.0,2024.11.18.,최고 ㄷㄷ...
5.0,2024.11.15.,"언제 가도 꿈과 희망이 있는 곳
가을에는 더더욱 가을가을해지는 곳"
5.0,2024.11.14.,줄안서고 호랑이를 통창으로 볼수 있어서 좋음
5.0,2024.11.13.,"놀이기구를 잘 못타신다면 사파리를 꼭 보세오
완전 만족스럽답니다"
5.0,2024.11.11.,"올때마다 좋아요
다음에도 올게요"
5.0,2024.11.03.,"이번에 수학여행으로 갔다왔는데 짱 좋았습니다!!! 저희 조는 판다보단 놀이기구 쪽으로 쌈@뽕하게 놀다왔어요 사실 제가 쫄보아닌 쫄보라 티익스 빼고 재밌는 건 거의 다 탔어요
처음엔 아마존을 탔는데 줄만 1시간.... 진짜 진 뺐습니다 생각보다 재미있진 않더라고요... (갠 생각) 그리고 눈에 보이는 건 다 타다가 물 맞는 놀이기구? 수직 낙하하는 걸 탔는데 아마존보다 훨 심했습니다... 줄 한 세트정도가 대여섯개 더 있더라고요... 진짜 거짓말 안 하고 1시간 30분 줄 섰습니다... 그래도 꽤 재밌더라고요 기다릴만 했습니다!!! 그중 제일 기억에 남는 건 롤링익스프레스!!! 그게 젤 재밌었어요!! 롤링에 360도 도는 구간이 2개 있었는데 제가 진짜 개@쫄았거등요; 떨어지면 어떡하지 하다가 오두방정 떨었는데 실제로 타보니 진심 하나도 안 느껴졌어요!! 눈을 감고 탔는데 360도의 체감이 안느껴지더라고요^^ 
어쨌든 굉장히 좋았습니다!!!강추👍"
5.0,2024.11.03.,판다멍 때리러 가세요 그거시 바로 행복…🐼💕
3.0,2024.11.02.,"25년 동안 학원강사 하면서 1년에 한 번 아이들과 단체관람, 현 18살  딸이 어릴 때 연간회원 ... 현 초6 딸과 1년 2~4번 방문하는 사람으로 애버랜의 발전과 변화는 늘 경의롭습니다.
어제 방문 후 실망한 한 가지 알프스쿠체의 어묵 꼬치 우동의 유부 헐... 새콤달콤 조미유부를 넣었다니...
어무꼬치우동을  처음 먹은 것도 아닌데 왜 몰랐지??? 아 ~~~ 한 번도 유부는 먹지 않았나??? 조리장님이 주문을 잘못했나??? 혹시 일본 정통 우동에는 새콤달콤 조미유부를 넣나???  생각이 많았습니다.
그리고 충전돼지??? 충전안돼지 냐???"
5.0,2024.11.01.,솔직히 다들 에버랜드 좋아하잖아요.
5.0,2024.11.01.,"아이들과재미있게다녀왔어요.
줄서기는 익숙치않아.. 실패했지만요..역시 사람 많은 에버랜드에요~"
5.0,2024.10.30.,귀여워 러바오
5.0,2024.10.29.,저렴하게 아이들과 잘 다녀왔어요 ㅎㅎ 자주 특가했음 좋겠내요
3.0,2024.10.28.,"음 예전보다 낭만이 없어진듯 해요
오후권 비추... 종일권 오픈런이 정답^^
스마트 줄서기 스마트 하지 안아요...ㅠㅠ"
5.0,2024.10.28.,에버랜드 재밌는 공원
5.0,2024.10.27.,감사합니다 다음 에 또 다시 한번 확인
5.0,2024.10.26.,구매하고 문자 바로오고 이용 잘했습니다.
1.0,2024.10.26.,운영 너무 개같음 주차도 복불복인데 스마트 줄서기로 수강신청 해야되고 수강신청 실패하면 줄이라도 서는 낭만도 없음 그냥 수강신청 실패하면 탈 수 있는것도 하나도 없음 이딴 쓰레기 같은 곳 다신 안와
5.0,2024.10.25.,"아이들이 어려 1년에 4번 이상은 오지만 항상 만족합니다.
계절마다 테마도 자주 바뀌며 다양해서 아이들이나 어른 다 만족합니다~^^"
5.0,2024.10.23.,"평일(수요일) 25개월 아이와 방문했습니다!
9:10 에 도착해서 줄서기 시작해 입장했고 들어가자마자 로스트밸리 스마트줄서기 성공해서 들어가면서 호랑이도 보고 다른 동물들도 보며 로스트밸리 입장했습니다! 판다월드도 바로 예약 걸어서 보고 마지막으로 서커스 레니(?) 공연까지 잘보고 17:30 에 퇴장했어요!
오늘 날씨가 너무 추웠는데도 잘 놀고 갑니다"
5.0,2024.10.23.,시설도 깔끔하고 저기 서울에 있는 롯데월드보다 100만배 더 좋고 놀이기구도 롯데월드보다 훨 많음 애버랜드는 그리고 엄청 넓어요 윗집 롯데월드는 시설도 엉망이고 직원분들 겁나 불친절하고 롯데월드에서 겁나 울었음 롯데(롯데월드)야 삼성(애버랜드)한테 까불지마라
5.0,2024.10.21.,"아 여긴 제일 판다를보기 유명한 곳이기도 하고 
물을 맞으며 신나게 놀수 있는곳이여서 5점 을 졌고 판다를 볼때 줄이 너무나 길어요. 한 2시간 정도 기다려야 해요."
5.0,2024.10.20.,판다가족 행복하자~
5.0,2024.10.19.,국내 최고의 놀이시설.
4.0,2024.10.17.,"애버랜드 하늘정원길 가을 정취를 느낄 장소
 정상에서 내려다 보는 경치도 굿
 조금 더 낙옆지면 엄청 이쁠듯 합니다"
5.0,2024.10.17.,바오 패밀리 너무너무 좋고 롤링 액스 트레인도 재미있고 다 재미있음 Q-PASS쓰면 좋음
5.0,2024.10.14.,아이들 데리고 잘 다녀왔습니다~~^^
5.0,2024.10.09.,"잘 예약을 했습니다.
그런데 예약이 네이버도 어렵고 키ㅡ드도  힘들고 카카오 페이가 짱이네요.
감사!..."
5.0,2024.10.07.,"환@장의나라임 재밌것도 많고 아니 다재밌고 신기하고 퍼래2드도 자주함 시크릿쥬쥬 비행기에 아저씨들 줄서있고 아무튼 놀이기구 소개(유명한)
1.티익스는 기절하듯 재밌지만 오후에 현장 줄서기땐 사람 개많아서 아침에 스마트 줄서기로 가는게 30분밖에 안기다림
2.아마존은 스릴있고 물맞을 까봐 재일무섭고
방수포는 내리고 타는게 국룰! 무엇보다 직원들 텐션이 말이안나옴;;;근데 저녁시간때 가면 텐션이 그다지임 힘든건 마찬가지;;12시쯤가야 줄없음
3.허리케인,더블락스핀,렛츠 트위스트는 중간중간 1번씩 타주는게 좋음 여러번 한번에 탔다가는 그날 먹은걸 다 비워낼수있음
4.썬더폴스는 여름이나 봄을 추천함 아마존은 물온도가 미지근해 사계절 괜찮지만 썬폴은 물이 너무 차갑;;앞,뒤로 떨어지는 스릴이 10점만점의 11점임
5.판다월드는 오픈런해 가는게좋음 판다들은 아침에 대나무를 많이먹기에 인생샷 건질수있음
푸바오 갔다고 안가지말고 루2후e있으니 가셈
6.사파리는 나이트 사파리를 추천함 호랑이,사자 텐션이 날다람쥐임
(TIP:놀이기구 첨에 2개~3개 정도 타고 밥먹을땐 매직타임레스토랑에선 돈가스 정식에서 훈제 돈가스로 먹어야 존맛임
따른데에선 떡,순,튀 추천
7.콜럼버스 대탐험은 산쪽에 있으니까 쭉 올라가는길에 짜잘한거 타면서 힘빼지 말고 다타고 내려오면서 하나하나 타는걸 추천함
그리고 이건진짜 개꿀팁인데 야간 퍼래이드 끝나고 불꽃놀이할때 끝나기 5분전에 나오셈
그리고 기념품 미리사서 보관소에 넣어두셈
다 끝나고 나가면 셔틀버스에서 사람붐비고 편의점,주차장 난리임 사람들 몰려오기전에 매직 스카이 그런거타고 빨리 올라와서 편점에서 당충전하고 한산한 셔틀타고 집ㄱㄱ하면됨
그리고 중간쯤 나오면 집가는길 불꽃터지는 애버랜들 볼수있음 
여기까지 내 애버랜드를 몇십번 다니며 알게된
꿀팁을 알려드렸음
(담엔 캐비)"
5.0,2024.10.05.,모처럼만에 좋았습니다.^^
5.0,2024.10.05.,주차는최악... 셔틀이 잘 되어있긴하지만 여전히 불편해요ㅠㅠㅠ
3.0,2024.10.04.,엄빠랑 동생이랑 갔는데 음식 맛없었음
5.0,2024.10.01.,좋아좋아 ㄱ케획은 철저히 큐패스는 무조건
5.0,2024.10.01.,정말 오늘 하루도 즐겁고 행복한 하루입니다. 에버랜드는 사랑입니다 ♡
5.0,2024.09.29.,비싸고 사람 많지만 갈 때마다 좋은 추억 남기고 옵니다.
5.0,2024.09.23.,"아침부터 비가 엄청 내리는 중에 10시 좀 넘겨서 도착하고 보니 1주차장부터 휑하니 비어 있더라고요.
주차장에 67~8줄 정도 주차되어 있고  1/3도 안되는 차량 점유율이었네요.

정문 주차장은 유료라서 무료인 1주차장부터 가보자 해서 왔는데 새벽부터 내린비로 다들 취소 하신분 많이 있는가봐요.

우의부터 챙겨 입고 아이 챙겨서 우산까지 쓰고 셔틀정거장으로 가니 열명 남짓 줄서 계신분 있고 미리 타고 계신분 해서 스물 남짓되네요. 게이트 입구에서도 한산해서 바로 입장하였고 비는 계속 내리니 눈에 보이는 방문객을 세어봐도 백명도 안되는 정도여서 입장부터 스마트줄서기까지 10~20분 정도더라고요.

날씨 좋은 주말엔 기본대기 60~90분은 기본이었는데
비 맞고 축축해진 신발로 온 덕분인지 방문자 급감해서 대기가 10~20분 혹은 대기없이 바로 입장해서 주토피아와 어트랙션 금방 탈 수 있었네요.

로스트밸리 10분, 아마존 익스프레스 바로 입장, T익스프레스 20분, 판다월드 5분 대기 후 탈 수 있었고, 사파리는 그래도 50분 넘는 대기라서 그냥 패스했네요. 

12시 넘으니 비가 그쳐서 그나마 점심먹고 나니 사람들이 늘어서 대기가 30~60분 생기긴 했지만 평소 엄청난 대기에 탈 엄두가 안났던 어트랙션 많이 타보았어요.

비 올때 우의입고 우산챙겨서 한번 도전해보셔요."
5.0,2024.09.21.,루이후이는 퇴근시간에 맞춰 가세요
5.0,2024.09.19.,타보고 싶은 놀이 기구가 많지만 줄서서 기다리는게 힘들어요
1.0,2024.09.18.,음식이 형편없고 가격만 비쌈.놀이기구는 만족.삼성계열산데 음식장사를 이따구로 하니까 삼성 브랜드 이미지 실추임 반성하셈
5.0,2024.09.15.,"너무 좋습니다
넓고 뷰도 좋아요
가을에 와보는걸 추천합니당!!
물론 가격은 만만치 않으니 주의하세용"
5.0,2024.09.15.,가고싶다
5.0,2024.09.13.,에버랜드 걷기 힘들지만 너무너무 재밌고 행복한 시간들을 보냈습니다 전 그걸로 충분한거 같습니다
1.0,2024.09.12.,"공짜로 마실물 보기 힘들고 아기들이 마실 수 있는 스무디 조차 없고 다 탄산 들어간 음료수뿐! 가격은 외국인도 아니고 몇배로 불려 팔아먹고 놀이기구, 공연,, 대사까지 너무 오래 우려먹고 대기줄이 끝이 보이지 않을정도로 긴데 눈치없는 알바의 느려터진 긴 멘트, 대기줄엔 선풍기 좀 설치해두지! 바가지요금으로 버는거 다 어디에쓰는거니?쪄죽을뻔! 정문 쪽 주차요금은 왜 받는거지? 퍼레이드 끝나고 대부분 퇴장하는데 그 때맞처서 리프트 종료하는 심보봐라~ 구조가 급경사 산깍아 만든건데 에스컬레이터도 한개! 애 2 가진 부모들 힘들지 전혀 관리안되는 네버랜드"
3.0,2024.09.10.,너무 새로운 어트랙션을 도입안하는 느낌
5.0,2024.09.09.,머 얘기할 필요가 있나요 재밌었습니다
3.0,2024.09.07.,동심의 놀이동산 이미지는 없어지고 그 푸바온지 뭔지 하는거로 도배를 해놨다.. 그리고 겨울시즌은 안가는거 추천. 퍼레이드도 너무 허접하고 7시인가 다 폐장함.
5.0,2024.09.06.,재밌어요
5.0,2024.09.05.,재미있게잘놀았어요아이들이 너무좋아해요
5.0,2024.09.02.,너무너무너무 좋아요~
5.0,2024.09.01.,동물들도 볼수있고 여러 놀이기구가 있어서 재밌네요ㅎㅎ
4.0,2024.08.27.,주차장 안내표시가 미흡해요 크기가 방대한데 비해서 이정표나 바닥 표기가 잘 안되어 있어서 밤중에는 찾는데 오래 걸렸어요
5.0,2024.08.26.,말이 필요없는 국내 최고의 놀이시설
5.0,2024.08.17.,"20240617
팬더귀여움"
5.0,2024.08.15.,하하하너무재밌게 놀았습니다~너무 재밌게 놀아서 그런건지 다리가 아프네요 ㅋㅋ 오랜만에 가족들과 같이놀아서 정말 행복합니다
2.0,2024.08.14.,"하필 내가 간 날, 학교에서 단체로 온 학생들이 많았다. 이하 생략"
2.0,2024.08.13.,"20대에는 자주 놀러갔었는데 정말 오랜만에 방문했어요
토요일 오전 10시에 방문했는데 주차장이 만차라 2주차장에 주차하고
셔틀버스로 이동하고 현장매표소에서 종일이용권 구입했어요
폭염에 토요일이고 막바지 휴가기간이라서 가족단위가 많았어요

오픈런을 왜 했을까 싶어요
스마트줄서기를 안하면 현장줄서기는 오후2시 가장 더울때 가능하다고...
종일이용권을 구입했지만 오전에는 탈수있는 놀이기구도 별로없고
현장줄서기는 오후2시라고 퇴짜맞고 할수있는게 별로 없네요
덥기는 너무 더워서 땀이 비오듯 쏟아져서 아침겸 점심이나 먹자하고
알파인으로 갔더니 식사자리에는 그 흔한 선풍기 하나 없고
정수기에 시원한 물이라도 마시자 했더니 미지근한 물만 나오고
얼음물은 다 판매중이네요

놀이공원 특성상 가격이 어느정도 할꺼라고 예상은 했지만 너무 비싸네요
얼음콜라는 3천원이고 소프트아이스크림은 7천원에 아아는 5,500원이네요
종일이용권 2장도 거의 10만원이고  순식간에 20~30만원은 우스울듯하네요

오후2시 현장줄서기는 기본10~40분을 서서 대기해야되고
무더위에 냉방시설은 미흡하고 재입장도장 찍고는 밖에 있는 CU편의점에서
거의 오후시간을 보내고 어영부영 시간보내다 페스티벌을 보자마자
집가서 에어컨 시원하게 틀고 샤워해야겠다는 생각뿐이 없었어요

주말에는 특히 한여름에는 놀이공원을 가지말아야겠다는 교훈을 얻었어요"
5.0,2024.08.10.,가족끼리 오랜만에 즐거운 시간을 보냈습니다.
5.0,2024.08.09.,"아주 좋은 에버랜드 

다시 가고 싶습니다"
1.0,2024.08.08.,홈브릿지
5.0,2024.08.07.,삼성의 역작 주차장이 다른 놀이공원정도 된다고 생각할정도로 주차장부터 스케일이 다른느낌 분위기자체도 삼성이 대기업답다는 생각이 들었다 굿
5.0,2024.08.05.,너무 판다가 귀엽고 시간이 빨리 지나가요
5.0,2024.08.05.,푸바오가 보고 싶어요
4.0,2024.08.01.,늘 좋지만 한여름 대기하기에는 더위대비가 부족함
5.0,2024.07.27.,아이가너무좋아합니다
3.0,2024.07.24.,도로가 다 패였는데 언제 복구하나 방치중
5.0,2024.07.21.,언제가도 좋은 추억 잼나는 애버랜드
4.0,2024.07.20.,동물들도 많아고 밥도마시서고 재밌서다.
5.0,2024.07.18.,말이 필요할까요? 한국의 테마파크라면 에버랜드
5.0,2024.07.15.,영원한 행복의 나라 에버랜드🖤
5.0,2024.07.15.,재밌고 뷰도 이쁘고 다 좋습니다
5.0,2024.07.14.,너무 재밌어요
5.0,2024.07.10.,귀엽고 재밌었어요 ㅎㅎ
1.0,2024.06.27.,"2월에 다녀왔는데 눈 내린다는 핑계로 놀이기구 안하는 것도 많았는데(실제로 눈 안내림) 사람들도 많아서 할 것도 없는데다가 기다리기만 오래함;;;
돈들여서 재미도 없는데 고생만한듯;;; 일요일에는 에버랜드 다시는 안갈듯;;;"
5.0,2024.06.27.,넘 행복했어요. 날씨도 좋고~~밤밤맨도 재밌고~~최고!!
5.0,2024.06.27.,국내 놀이공원이따라올수 없을 스케일과 불꽃쇼 와 어디에서나 볼수없는 에버랜드의 에버로즈
5.0,2024.06.26.,꽃이 만발했을때 갔는데 넘 이뻤어요.
5.0,2024.06.25.,"조카와 함께 했는데
마침 눈이 엄청 왔어서 더 좋았어요. 
조만간 또 가려구요."
5.0,2024.06.23.,"😁 애들도 너무 좋아하고 아직까진 건재하네요.
😡 입장료가 저렴하지는 않고 당연하지만 대기 시간이 너무 길다.. 당연하지만 주차도 헬이고.. 뭐 다 알고 오는거잖아요...?"
5.0,2024.06.18.,오늘 하루 재밌게 알차게 보냈지만 . 떠나기가 아쉬워 또  와야 겠어요 .
4.0,2024.06.17.,캐리비안배이에 꼭 가보세요.너무 재미있어요.
5.0,2024.06.14.,나의 추억의 에버랜드.. 벌써 나이가 30대를 바라보고있군
5.0,2024.06.13.,31도에 절대가지마세요 더워뒤져요
5.0,2024.06.10.,환상의 나라 에버랜드로♡♡♡♡
1.0,2024.06.07.,"사람이 사람이 ...
가족 나들이중 최악"
5.0,2024.06.05.,여유가 없어서 자주는 아니고 저희가족에겐 연중행사처럼 가는곳이지만 갈때마다 아이들이 즐거워해서 좋아요!!👍
5.0,2024.06.04.,에버랜드는 여전히 에버랜드네요~
4.0,2024.06.03.,스마트줄서기 선착순이라 짱나지만!! 장미공원은 좋았습니다.애들 겁나많어ㅡㅡ;;;
5.0,2024.06.02.,담엔 판다월드방문예정
4.0,2024.06.01.,요즘은 평일에도 사람 엄청 많음
5.0,2024.05.31.,동물들이 귀엽고 멋있어요
